"MUNICIPIO","TIPO DE EMPRESA","ENTIDAD","TIENE RESIDUOS POSTCONSUMO EN SU CASA?","DONDE ENTREGA LOS RESIDUOS","SABE QUE SIGNIFICA LA SIGLA RAEE","HA PARTICIPADO EN LAS JORNADAS DE RECOLECCION DE RESIDUOS POSTCONSUMO RAEE","COMO SE ENTERARON DE ESTA JORNADA","HA USADO APLICACIONES","UTILIZARIA UNA APP PARA RAEE?"
"ABREGO","PÚBLICA","CER BAJO PAVES","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","PIJAMA ELY","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PRIVADA","HENERGO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","KLEIBER PUBLICIDAD","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","No me interesa el tema"
"ABREGO","PÚBLICA","SECRETARIA DE EDUCACIÓN","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","CORREO ELECTRÓNICO","NO","No"
"CÚCUTA","PÚBLICA","EUSTORGIO COLMENARES","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","TRABAJADOR INDEPENDIENTE","EN CASA DE FAMILIA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","AMA DE CASA","HOGAR","SI","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"ABREGO","PÚBLICA","CER BAJO PAVEZ","SI","REPOSAN EN LA INSTITUCIÓN","SI","NO","INFORMACION DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","VENTAS INDEPENDIENTES","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","SALÓN DE BELLEZA EVELYN","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","MEDIMAS EPS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"ABREGO","PÚBLICA","CER BAJO PAVEZ","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"ABREGO","PÚBLICA","CER BAJO PAVEZ","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","NO","Sí"
"OCAÑA","PÚBLICA","COLECTURIA DE RENTAS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO, LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","BONN GUSTO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","NO","Sí"
"GRAMALOTE","PÚBLICA","MINISTERIO TIC","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","CAMARA DE COMERCIO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","CORPONIR","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"ABREGO","PÚBLICA","CER BAJO PAVEZ","NO","LOS DEJO EN CASA","SI","NO","POR LA DOCTORA DEL CENTRO","NO","Sí"
"LABATECA","PÚBLICA","ALCALDIA DE LABATECA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"ABREGO","PÚBLICA","C.E.R BAJO PAVEZ","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"LABATECA","PÚBLICA","ALCALDÍA MUNICIPAL LABATECA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"LABATECA","PÚBLICA","ALCALDIA DE LABATECA","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"LABATECA","PÚBLICA","ALCALDIA MUNICIPAL DE LABATECA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"LABATECA","PÚBLICA","ALCALDÍA MUNICIPAL LABATECA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"LABATECA","PÚBLICA","ALCALDIA MUNICIPAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","No"
"CÚCUTA","PÚBLICA","SECRETARIA DE TRÁNSITO DEPARTAMENTAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"LABATECA","PÚBLICA","ALCALDİA LABATECA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"LABATECA","PÚBLICA","ALCALDIA MUNICIPAL","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","No"
"LABATECA","PÚBLICA","ALCALDIA DE LABATECA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","EDUCACION","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"LABATECA","PÚBLICA","ALCALDIA LABATECA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","No"
"LABATECA","PÚBLICA","ALCALDÍA LABATECA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","No conozco de tecnología"
"LABATECA","PÚBLICA","ALCALDIA DE LABATECA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","LOGÍSTICA Y CONTROL EN MINERIA SAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA","NO","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","PRIVADA","COLBEE LADRILLERA SAS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","EC ASESORIA JURIDICA SAS","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"LABATECA","PÚBLICA","ALCALDÍA DE LABATECA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","ESIKA NOVAVENTA","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","RADIO","SI","Sí"
"CONVENCIÓN","PÚBLICA","SECRETARIA DE EDUCACIÓN NORTE DE SANTANDER","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","SEM","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO EUSTORGIO COLMENARES BABPTISTA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","CORREO ELECTRÓNICO","SI","Sí"
"EL ZULIA","PÚBLICA","COLEGIO FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"LABATECA","PÚBLICA","ALCALDÍA LABATECA","NO","LOS DEJO EN CASA","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"LABATECA","PÚBLICA","ALCALDÍA LABATECA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","COSTURA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","No conozco de tecnología"
"LABATECA","PÚBLICA","ALCALDIA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","AMA DE CASA","HOGAR","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","SI","Sí"
"LABATECA","PÚBLICA","ALCALDIA MUNICIPAL,SALUD PUBLICA. AUX. DE APOYO EN PARTICIPACION SOCIAL EN SALUD","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","NO","Sí"
"LABATECA","PÚBLICA","ALCALDIA MUNICIPAL","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","INSTITUTO AGRÍCOLA DE SALAZAR","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","No"
"SARDINATA","PRIVADA","TEXCO COMERCIAL","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","ORTODONCIA","NO","LOS DEJO EN CASA","NO","NO","TELEVISIÓN","NO","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"LOS PATIOS","PRIVADA","CLARO","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"LOS PATIOS","PRIVADA","COMFAORIENTE","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDENPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","OFICINA CONTABLE","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","OFICINA CONTABLE","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","PRIVADA","LSV TECH SAS","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"TOLEDO","TRABAJADOR INDEPENDIENTE","ASESORIA DE PROYECTOS","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","RTI","NO","LOS DEJO EN CASA","NO","NO","POR MEDIO DEL COLEGIO","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","MARÍA DEL ROSARIO CORONEL CONTADOR","NO","LOS DEJO EN CASA","NO","SI","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","DESEMPLEADO","UFPS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","PARROQUIA SANTA MÓNICA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA DE FAMILIA","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","TRABAJADOR INDEPENDIENTE","VARIEDADES MI PULGUITA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","UNIVERSIDAD DE PAMPLONA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"ABREGO","PÚBLICA","CURITOS DE PAVEZ","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"PAMPLONA","PÚBLICA","ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","MANTENIMIENTO DE MOTOS","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","INDEPENDIENTE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN DEPARTAMENTAL","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","DESDE LA CASA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","No"
"LA ESPERANZA","PÚBLICA","I.E. CONDE SAN GERMÁN","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN DEL DEPARTAMENTO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"ABREGO","PÚBLICA","C.E.R. BAJO VAPEZ SEDE CANUTILLO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","ALCALDÍA MUNICIPAL","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","PUNTO FIJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","No"
"CÚCUTA","PENSIONADO","COLPENSIOES","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PENSIONADO","COLPENSIONES","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","BELA CLEAN","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","APUESTAS CUCUTA 75 JJ PITA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"CHINÁCOTA","AMA DE CASA","EN CASA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","NO SABIA QUE EXISTE","SI","Sí"
"CÚCUTA","PRIVADA","CREACIONES LAURA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","HOGAR","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","RAMA JUDICIAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","DESEMPLEADO","UNIVERSIDAD LIBRE","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","INSTITUTO GATO DUMAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE TUNJA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"ABREGO","PÚBLICA","VER BAJO PAVEZ","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"LABATECA","PÚBLICA","ALCALDIA DE LABATECA","NO","LOS DEJO EN CASA","NO","SI","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","DISTRIBUCIONES CAFÉ TROPICO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","CORPONOR","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, TELEVISIÓN, CORREO ELECTRÓNICO, VOZ A VOZ Y CAMPAÑAS","SI","Sí"
"CÚCUTA","PRIVADA","UNIVERSIDAD UDES","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, RADIO, TELEVISIÓN","SI","Sí"
"DURANIA","PÚBLICA","CER JUANA BERBESÍ","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"LOURDES","PÚBLICA","I.E RAIMUNDO ORDOÑEZ YAÑEZ","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"SARDINATA","PÚBLICA","CER NUESTRA SEÑORA DEL CARMEN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","CORREO ELECTRÓNICO","SI","Sí"
"LA PLAYA DE BELÉN","PÚBLICA","ESE HOSPITAL ISABEL CELIS YAÑEZ","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","PÚBLICA","ASUCAP TV SAN JORGE","NO","LOS DEJO EN CASA","NO","NO","CORREO ELECTRÓNICO","NO","No"
"CÚCUTA","PÚBLICA","COLEGIO GREMIOS UNIDOS","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO CRISTO OBRERO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE.","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"TIBÚ","PÚBLICA","IE HORACIO OLAVE VELANDIA","SI","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","PÚBLICA","IE EUSTORGIO COLMENARES BAPTISTA","SI","LOS REGALO A PERSONAS QUE RECOGEN CHATARRA","NO","NO","REDES SOCIALES","SI","Sí"
"ABREGO","PÚBLICA","CER BAJO PAVEZ SEDE:PALMIRA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","TRABAJADOR INDEPENDIENTE","COMMUNITY MANAGER CARLOS SOCHA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","UNIVERSIDAD DE PAMPLONA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA","SI","NO","REDES SOCIALES","SI","Sí"
"SARDINATA","TRABAJADOR INDEPENDIENTE","FINCA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"SARDINATA","PÚBLICA","ECOPETROL","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PENSIONADO","PENSIONADA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","PUBLICACIÓN EN SEDE  ELECTRÓNICA, AMIGOS","SI","Sí"
"CÚCUTA","PÚBLICA","REGISTRADURIA NACIONAL DEL ESTADO CIVIL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","CÁMARA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","PRIVADA","SMB","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","REGISTRADURIA NACIONAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"SARDINATA","TRABAJADOR INDEPENDIENTE","HACENDADO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"LOS PATIOS","PÚBLICA","UNIVERSIDAD FRANCISCO DE PAULA SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
